GuestID,FirstName,LastName,Gender,AgeBand,HomeCity,Country,PostcodeArea,Email,LoyaltyTier,MemberSince,MarketingConsent
GST00892,Georgia,Wilson,F,45-54,Cardiff,United Kingdom,CF,georgia.wilson70@outlook.com,Bronze,2018-08-23,Yes
GST00893,Leah,Campbell,F,65+,Cambridge,United Kingdom,CB,leah.campbell745@yahoo.co.uk,Bronze,2019-03-07,Yes
GST00894,David,Baker,M,45-54,Sheffield,United Kingdom,S,david.baker393@gmail.com,Non-member,,No
GST00895,Thomas,Wright,M,55-64,Oxford,United Kingdom,OX,thomas.wright321@gmail.com,Bronze,2019-07-27,No
GST00896,Emily,Morris,F,55-64,Leicester,United Kingdom,LE,emily.morris196@yahoo.co.uk,Platinum,2018-08-01,Yes
GST00897,Rohan,Fraser,M,25-34,Reading,United Kingdom,RG,rohan.fraser983@hotmail.com,Bronze,2021-06-04,No
GST00898,Mia,Smith,F,25-34,Birmingham,United Kingdom,B,mia.smith878@hotmail.com,Gold,2026-07-04,No
GST00899,Luke,Wood,M,45-54,Sheffield,United Kingdom,S,luke.wood584@proton.me,Gold,2019-09-05,No
GST00900,Noah,Clarke,M,35-44,Manchester,United Kingdom,M,noah.clarke890@hotmail.com,Gold,2025-06-22,No
GST00901,Leah,Wood,F,25-34,Birmingham,United Kingdom,B,leah.wood496@yahoo.co.uk,Silver,2025-03-29,Yes
GST00902,Adam,Cooper,M,18-24,Paris,France,,adam.cooper954@outlook.com,Silver,2019-01-12,Yes
GST00903,Chloe,Khan,F,25-34,Amsterdam,Netherlands,,chloe.khan909@proton.me,Gold,2018-08-26,Yes
GST00904,Ryan,Martin,M,55-64,Edinburgh,United Kingdom,EH,ryan.martin670@proton.me,Non-member,,Yes
GST00905,Rohan,Fraser,M,65+,Bristol,United Kingdom,BS,rohan.fraser630@gmail.com,Bronze,2023-09-24,No
GST00906,Olivia,Campbell,F,65+,Nottingham,United Kingdom,NG,olivia.campbell240@gmail.com,Gold,2024-01-31,No
GST00907,Henry,Evans,M,45-54,Sheffield,United Kingdom,S,henry.evans450@outlook.com,Bronze,2018-06-18,Yes
GST00908,Samuel,Carter,M,25-34,Edinburgh,United Kingdom,EH,samuel.carter492@gmail.com,Gold,2020-06-23,Yes
GST00909,Jack,Johnson,M,18-24,Edinburgh,United Kingdom,EH,jack.johnson230@yahoo.co.uk,Bronze,2020-11-01,Yes
GST00910,Hannah,Wilson,F,35-44,Bristol,United Kingdom,BS,hannah.wilson881@proton.me,Silver,2024-01-19,Yes
GST00911,Zara,Smith,F,25-34,Bristol,United Kingdom,BS,zara.smith688@outlook.com,Silver,2019-10-28,No
GST00912,Freya,Cooper,F,25-34,Edinburgh,United Kingdom,EH,freya.cooper166@proton.me,Silver,2022-11-20,Yes
GST00913,Leo,Shah,M,25-34,Glasgow,United Kingdom,G,leo.shah878@proton.me,Platinum,2018-02-20,Yes
GST00914,Ethan,Phillips,M,35-44,Manchester,United Kingdom,M,ethan.phillips413@gmail.com,Platinum,2023-07-24,Yes
GST00915,Lucy,Patel,F,65+,Leeds,United Kingdom,LS,lucy.patel768@proton.me,Non-member,,Yes
GST00916,Ella,Mitchell,F,25-34,London,United Kingdom,SE,ella.mitchell45@icloud.com,Gold,2019-12-04,No
GST00917,Sara,Clarke,F,45-54,Dublin,Ireland,,sara.clarke961@icloud.com,Bronze,2025-03-15,Yes
GST00918,Sophia,Mitchell,F,45-54,Glasgow,United Kingdom,G,sophia.mitchell926@proton.me,Bronze,2026-03-06,Yes
GST00919,Zara,Mehta,F,35-44,Oxford,United Kingdom,OX,zara.mehta3@yahoo.co.uk,Bronze,2022-10-20,Yes
GST00920,Sara,Ahmed,F,25-34,Nottingham,United Kingdom,NG,sara.ahmed859@hotmail.com,Bronze,2019-05-03,Yes
GST00921,Georgia,Hall,F,25-34,Cardiff,United Kingdom,CF,georgia.hall816@yahoo.co.uk,Silver,2025-03-07,Yes
GST00922,Daniel,Robinson,M,25-34,Newcastle,United Kingdom,NE,daniel.robinson668@gmail.com,Silver,2025-04-27,Yes
GST00923,Charlotte,Cooper,F,45-54,Reading,United Kingdom,RG,charlotte.cooper157@yahoo.co.uk,Bronze,2024-10-05,No
GST00924,Lewis,Gupta,M,25-34,Leicester,United Kingdom,LE,lewis.gupta883@hotmail.com,Gold,2025-04-04,Yes
GST00925,Ethan,King,M,35-44,Reading,United Kingdom,RG,ethan.king70@icloud.com,Non-member,,Yes
GST00926,Lewis,Smith,M,45-54,Bristol,United Kingdom,BS,lewis.smith340@proton.me,Non-member,,Yes
GST00927,Alfie,Edwards,M,35-44,Paris,France,,alfie.edwards367@outlook.com,Non-member,,Yes
GST00928,Bethany,Parker,F,35-44,Cardiff,United Kingdom,CF,bethany.parker66@yahoo.co.uk,Bronze,2025-09-14,Yes
GST00929,Jessica,Campbell,F,55-64,Nottingham,United Kingdom,NG,jessica.campbell491@icloud.com,Gold,2021-09-01,Yes
GST00930,Sara,Johnson,F,35-44,Edinburgh,United Kingdom,EH,sara.johnson880@icloud.com,Non-member,,Yes
GST00931,Bethany,White,F,55-64,Madrid,Spain,,bethany.white557@outlook.com,Silver,2020-10-30,Yes
GST00932,Ethan,Morris,M,45-54,Berlin,Germany,,ethan.morris203@icloud.com,Non-member,,No
GST00933,Callum,Stewart,M,35-44,Cambridge,United Kingdom,CB,callum.stewart641@gmail.com,Bronze,2019-08-27,Yes
GST00934,Amelia,Martin,F,55-64,Reading,United Kingdom,RG,amelia.martin662@proton.me,Bronze,2023-07-05,Yes
GST00935,Oliver,Thompson,M,25-34,Nottingham,United Kingdom,NG,oliver.thompson187@icloud.com,Non-member,,Yes
GST00936,Zara,Ali,F,45-54,Mumbai,India,,zara.ali635@proton.me,Non-member,,Yes
GST00937,Harry,Reid,M,35-44,Oxford,United Kingdom,OX,harry.reid729@outlook.com,Bronze,2026-07-20,Yes
GST00938,Benjamin,Baker,M,45-54,Edinburgh,United Kingdom,EH,benjamin.baker843@yahoo.co.uk,Bronze,2024-04-25,Yes
GST00939,Priya,Reid,F,35-44,Cardiff,United Kingdom,CF,priya.reid396@gmail.com,Gold,2026-04-16,Yes
GST00940,Ella,Patel,F,65+,Leeds,United Kingdom,LS,ella.patel45@proton.me,Silver,2025-02-01,Yes
GST00941,Matthew,Baker,M,25-34,Sheffield,United Kingdom,S,matthew.baker933@yahoo.co.uk,Silver,2023-01-19,No
GST00942,Rebecca,Johnson,F,45-54,Reading,United Kingdom,RG,rebecca.johnson196@proton.me,Bronze,2025-09-23,Yes
GST00943,Jacob,Wright,M,35-44,Bristol,United Kingdom,BS,jacob.wright856@proton.me,Bronze,2019-10-10,Yes
GST00944,Bethany,Campbell,F,45-54,Cardiff,United Kingdom,CF,bethany.campbell118@icloud.com,Silver,2020-03-06,No
GST00945,Joshua,Hall,M,25-34,Berlin,Germany,,joshua.hall186@icloud.com,Bronze,2026-02-17,Yes
GST00946,Jack,Taylor,M,25-34,Cambridge,United Kingdom,CB,jack.taylor664@icloud.com,Bronze,2024-03-11,Yes
GST00947,Benjamin,King,M,25-34,Liverpool,United Kingdom,L,benjamin.king65@icloud.com,Silver,2020-05-16,Yes
GST00948,Rebecca,Brown,F,35-44,London,United Kingdom,SE,rebecca.brown85@proton.me,Gold,2024-12-28,No
GST00949,Maya,Turner,F,55-64,Glasgow,United Kingdom,G,maya.turner576@icloud.com,Bronze,2024-12-05,Yes
GST00950,Sophia,Wood,F,55-64,Sheffield,United Kingdom,S,sophia.wood485@hotmail.com,Bronze,2021-07-06,Yes
GST00951,Adam,Edwards,M,35-44,Dublin,Ireland,,adam.edwards489@gmail.com,Bronze,2020-04-27,Yes
GST00952,Daniel,Parker,M,35-44,Reading,United Kingdom,RG,daniel.parker306@icloud.com,Bronze,2023-02-21,Yes
GST00953,Matthew,Davies,M,18-24,Sydney,Australia,,matthew.davies783@outlook.com,Silver,2021-04-22,Yes
GST00954,Jacob,Fraser,M,25-34,Sheffield,United Kingdom,S,jacob.fraser808@gmail.com,Bronze,2025-04-17,Yes
GST00955,Emily,Wilson,F,45-54,Liverpool,United Kingdom,L,emily.wilson502@hotmail.com,Non-member,,Yes
GST00956,Mohammed,Hussain,M,55-64,Manchester,United Kingdom,M,mohammed.hussain606@proton.me,Silver,2026-06-11,Yes
GST00957,Ella,Reid,F,35-44,London,United Kingdom,SE,ella.reid436@proton.me,Non-member,,No
GST00958,Lily,Jones,F,55-64,New York,United States,,lily.jones365@gmail.com,Gold,2024-04-05,Yes
GST00959,Chloe,Martin,F,45-54,Edinburgh,United Kingdom,EH,chloe.martin735@outlook.com,Silver,2026-02-10,Yes
GST00960,Samuel,Walker,M,35-44,Newcastle,United Kingdom,NE,samuel.walker249@icloud.com,Silver,2024-09-21,Yes
GST00961,Chloe,Khan,F,55-64,Liverpool,United Kingdom,L,chloe.khan718@outlook.com,Bronze,2020-10-17,Yes
GST00962,Omar,Reid,M,25-34,Sheffield,United Kingdom,S,omar.reid974@icloud.com,Silver,2023-04-06,Yes
GST00963,George,Morris,M,25-34,Birmingham,United Kingdom,B,george.morris617@icloud.com,Bronze,2023-10-16,Yes
GST00964,Yusuf,Morris,M,18-24,Reading,United Kingdom,RG,yusuf.morris253@proton.me,Silver,2024-04-16,Yes
GST00965,Georgia,Stewart,F,45-54,Bristol,United Kingdom,BS,georgia.stewart458@proton.me,Bronze,2025-03-31,No
GST00966,Jack,Parker,M,65+,Amsterdam,Netherlands,,jack.parker617@outlook.com,Silver,2021-07-22,No
GST00967,Fatima,Davies,F,18-24,Manchester,United Kingdom,M,fatima.davies319@outlook.com,Platinum,2025-03-31,Yes
GST00968,James,Baker,M,25-34,Birmingham,United Kingdom,B,james.baker748@proton.me,Non-member,,Yes
GST00969,Leah,Walker,F,65+,Manchester,United Kingdom,M,leah.walker835@proton.me,Platinum,2023-01-12,No
GST00970,David,Thompson,M,45-54,Newcastle,United Kingdom,NE,david.thompson767@outlook.com,Non-member,,Yes
GST00971,Meera,Gupta,F,45-54,Cardiff,United Kingdom,CF,meera.gupta10@hotmail.com,Bronze,2021-09-02,Yes
GST00972,Aisha,Williams,F,45-54,Newcastle,United Kingdom,NE,aisha.williams56@hotmail.com,Bronze,2019-07-05,No
GST00973,Chloe,Carter,F,55-64,Glasgow,United Kingdom,G,chloe.carter166@outlook.com,Bronze,2025-09-01,No
GST00974,Lewis,Gupta,M,25-34,Bristol,United Kingdom,BS,lewis.gupta533@hotmail.com,Platinum,2018-02-21,Yes
GST00975,Freya,Clarke,F,55-64,Oxford,United Kingdom,OX,freya.clarke856@outlook.com,Silver,2018-10-08,Yes
GST00976,William,Williams,M,18-24,Mumbai,India,,william.williams644@proton.me,Gold,2020-03-04,No
GST00977,George,Robinson,M,45-54,Nottingham,United Kingdom,NG,george.robinson565@hotmail.com,Silver,2018-02-20,Yes
GST00978,Zara,Gupta,F,25-34,Cardiff,United Kingdom,CF,zara.gupta336@icloud.com,Non-member,,Yes
GST00979,Ava,Jones,F,35-44,Cardiff,United Kingdom,CF,ava.jones164@icloud.com,Bronze,2021-09-27,Yes
GST00980,Hannah,Fraser,F,45-54,Madrid,Spain,,hannah.fraser898@yahoo.co.uk,Gold,2022-12-02,Yes
GST00981,Zara,Williams,F,45-54,Toronto,Canada,,zara.williams802@proton.me,Bronze,2023-09-12,Yes
GST00982,Noah,Cooper,M,55-64,Toronto,Canada,,noah.cooper104@hotmail.com,Silver,2024-02-21,No
GST00983,Chloe,Patel,F,25-34,Newcastle,United Kingdom,NE,chloe.patel717@hotmail.com,Non-member,,Yes
GST00984,Henry,Wood,M,35-44,Toronto,Canada,,henry.wood585@icloud.com,Bronze,2020-09-10,Yes
GST00985,Nadia,Wood,F,18-24,Leeds,United Kingdom,LS,nadia.wood525@proton.me,Bronze,2021-10-14,Yes
GST00986,Charlotte,Shah,F,55-64,Cambridge,United Kingdom,CB,charlotte.shah318@proton.me,Silver,2024-01-07,Yes
GST00987,Lewis,Edwards,M,35-44,Oxford,United Kingdom,OX,lewis.edwards356@gmail.com,Gold,2026-06-30,Yes
GST00988,Alfie,Patel,M,45-54,Nottingham,United Kingdom,NG,alfie.patel117@proton.me,Bronze,2026-06-01,No
GST00989,Georgia,Jones,F,25-34,Cambridge,United Kingdom,CB,georgia.jones16@icloud.com,Gold,2024-04-23,No
GST00990,Ella,Taylor,F,45-54,Glasgow,United Kingdom,G,ella.taylor615@hotmail.com,Bronze,2023-02-01,No
GST00991,Zara,Collins,F,55-64,Edinburgh,United Kingdom,EH,zara.collins66@hotmail.com,Silver,2024-02-26,Yes
GST00992,Mohammed,Clarke,M,45-54,Liverpool,United Kingdom,L,mohammed.clarke429@outlook.com,Bronze,2025-01-15,Yes
GST00993,Hannah,Shah,F,35-44,Sheffield,United Kingdom,S,hannah.shah846@proton.me,Silver,2026-04-23,Yes
GST00994,Alice,Carter,F,45-54,Paris,France,,alice.carter438@hotmail.com,Bronze,2021-10-13,No
GST00995,Alice,Johnson,F,55-64,Manchester,United Kingdom,M,alice.johnson920@outlook.com,Non-member,,Yes
GST00996,Maya,Hall,F,45-54,Leicester,United Kingdom,LE,maya.hall826@outlook.com,Non-member,,Yes
GST00997,Luke,King,M,25-34,Cardiff,United Kingdom,CF,luke.king282@yahoo.co.uk,Platinum,2021-03-16,No
GST00998,James,Stewart,M,35-44,Glasgow,United Kingdom,G,james.stewart917@gmail.com,Bronze,2021-04-10,No
GST00999,Henry,Davies,M,45-54,London,United Kingdom,SE,henry.davies568@proton.me,Silver,2021-09-02,Yes
GST01000,Freya,Campbell,F,35-44,Reading,United Kingdom,RG,freya.campbell864@hotmail.com,Bronze,2025-03-13,Yes
GST01001,Nadia,Wood,F,25-34,Glasgow,United Kingdom,G,nadia.wood176@icloud.com,Silver,2026-07-08,Yes
GST01002,Matthew,Ali,M,25-34,Reading,United Kingdom,RG,matthew.ali139@hotmail.com,Bronze,2020-04-25,Yes
GST01003,Ethan,Martin,M,45-54,Toronto,Canada,,ethan.martin708@hotmail.com,Gold,2024-02-24,Yes
GST01004,Amelia,Shah,F,25-34,Cardiff,United Kingdom,CF,amelia.shah732@icloud.com,Bronze,2019-06-08,No
GST01005,Evie,Jackson,F,35-44,Sheffield,United Kingdom,S,evie.jackson413@proton.me,Platinum,2018-11-18,No
GST01006,Alice,King,F,35-44,London,United Kingdom,SE,alice.king628@outlook.com,Silver,2024-08-29,Yes
GST01007,Sophie,Shah,F,25-34,Newcastle,United Kingdom,NE,sophie.shah374@gmail.com,Bronze,2023-01-08,Yes
GST01008,Aisha,Patel,F,35-44,Mumbai,India,,aisha.patel429@proton.me,Bronze,2025-09-06,Yes
GST01009,Jack,Cooper,M,18-24,Manchester,United Kingdom,M,jack.cooper586@hotmail.com,Silver,2024-05-04,Yes
GST01010,Nadia,Murray,F,55-64,Sheffield,United Kingdom,S,nadia.murray900@hotmail.com,Silver,2025-01-24,Yes
GST01011,Ananya,Evans,F,35-44,Nottingham,United Kingdom,NG,ananya.evans503@gmail.com,Bronze,2024-03-24,No
GST01012,Hannah,Ali,F,55-64,Paris,France,,hannah.ali777@gmail.com,Silver,2023-11-30,No
GST01013,Rohan,Walker,M,65+,New York,United States,,rohan.walker900@gmail.com,Bronze,2024-09-21,Yes
GST01014,Isla,Evans,F,18-24,Bristol,United Kingdom,BS,isla.evans229@outlook.com,Silver,2022-03-19,Yes
GST01015,Lily,White,F,18-24,Sydney,Australia,,lily.white797@proton.me,Bronze,2022-02-21,No
GST01016,Ryan,Jackson,M,35-44,Dublin,Ireland,,ryan.jackson701@gmail.com,Non-member,,Yes
GST01017,Adam,Cooper,M,25-34,Bristol,United Kingdom,BS,adam.cooper998@outlook.com,Bronze,2026-01-03,Yes
GST01018,Sophie,White,F,45-54,Newcastle,United Kingdom,NE,sophie.white231@outlook.com,Bronze,2022-07-07,Yes
GST01019,Leo,Mehta,M,25-34,Cambridge,United Kingdom,CB,leo.mehta547@icloud.com,Non-member,,No
GST01020,Noah,Fraser,M,18-24,Liverpool,United Kingdom,L,noah.fraser36@hotmail.com,Bronze,2021-02-28,Yes
GST01021,Luke,Taylor,M,25-34,Liverpool,United Kingdom,L,luke.taylor621@proton.me,Bronze,2026-04-10,Yes
GST01022,Sophie,Singh,F,65+,Edinburgh,United Kingdom,EH,sophie.singh364@outlook.com,Gold,2023-08-22,Yes
GST01023,Alice,King,F,35-44,Newcastle,United Kingdom,NE,alice.king859@gmail.com,Bronze,2020-08-29,Yes
GST01024,Sophia,Brown,F,25-34,Reading,United Kingdom,RG,sophia.brown390@icloud.com,Non-member,,Yes
GST01025,Charlie,Collins,M,35-44,Edinburgh,United Kingdom,EH,charlie.collins670@proton.me,Non-member,,Yes
GST01026,Georgia,Cooper,F,45-54,Manchester,United Kingdom,M,georgia.cooper380@gmail.com,Gold,2020-12-11,Yes
GST01027,Emily,Jackson,F,55-64,Oxford,United Kingdom,OX,emily.jackson558@yahoo.co.uk,Platinum,2026-01-22,No
GST01028,Nadia,Singh,F,45-54,Bristol,United Kingdom,BS,nadia.singh201@gmail.com,Non-member,,Yes
GST01029,Grace,Johnson,F,35-44,Glasgow,United Kingdom,G,grace.johnson419@outlook.com,Non-member,,No
GST01030,Emily,Carter,F,45-54,Toronto,Canada,,emily.carter855@proton.me,Bronze,2019-06-04,Yes
GST01031,Joshua,Davies,M,35-44,Bristol,United Kingdom,BS,joshua.davies786@yahoo.co.uk,Gold,2021-04-28,Yes
GST01032,Lewis,Taylor,M,45-54,Amsterdam,Netherlands,,lewis.taylor337@proton.me,Silver,2026-06-26,No
GST01033,Nadia,Stewart,F,25-34,Nottingham,United Kingdom,NG,nadia.stewart752@gmail.com,Silver,2020-09-12,Yes
GST01034,Ananya,Smith,F,35-44,Berlin,Germany,,ananya.smith117@proton.me,Non-member,,Yes
GST01035,Hannah,Ahmed,F,55-64,Sydney,Australia,,hannah.ahmed695@gmail.com,Bronze,2022-01-23,Yes
GST01036,Alfie,Martin,M,25-34,Sydney,Australia,,alfie.martin405@outlook.com,Bronze,2018-09-06,No
GST01037,Bethany,Stewart,F,35-44,London,United Kingdom,SE,bethany.stewart206@outlook.com,Bronze,2019-05-29,Yes
GST01038,Mohammed,Wilson,M,35-44,London,United Kingdom,SE,mohammed.wilson55@proton.me,Silver,2020-11-09,Yes
GST01039,William,King,M,25-34,Leeds,United Kingdom,LS,william.king421@proton.me,Platinum,2018-10-27,Yes
GST01040,Benjamin,Mitchell,M,45-54,Leicester,United Kingdom,LE,benjamin.mitchell873@hotmail.com,Bronze,2023-09-24,No
GST01041,Daniel,White,M,65+,Toronto,Canada,,daniel.white485@yahoo.co.uk,Bronze,2018-07-02,No
GST01042,Lily,Davies,F,45-54,Madrid,Spain,,lily.davies411@proton.me,Silver,2025-11-10,Yes
GST01043,Yusuf,Jackson,M,45-54,Bristol,United Kingdom,BS,yusuf.jackson70@outlook.com,Gold,2018-11-26,Yes
GST01044,Aisha,Robinson,F,25-34,London,United Kingdom,SE,aisha.robinson942@proton.me,Bronze,2018-06-08,Yes
GST01045,Priya,Taylor,F,25-34,Madrid,Spain,,priya.taylor539@hotmail.com,Silver,2021-10-10,Yes
GST01046,Emily,Gupta,F,55-64,Newcastle,United Kingdom,NE,emily.gupta888@outlook.com,Gold,2024-05-29,No
GST01047,Nathan,Smith,M,45-54,Edinburgh,United Kingdom,EH,nathan.smith464@proton.me,Silver,2018-07-22,Yes
GST01048,Alice,Hussain,F,25-34,Oxford,United Kingdom,OX,alice.hussain5@proton.me,Bronze,2025-09-09,Yes
GST01049,Mohammed,Martin,M,35-44,Mumbai,India,,mohammed.martin419@outlook.com,Platinum,2021-01-16,No
GST01050,Noah,Hussain,M,25-34,Paris,France,,noah.hussain993@hotmail.com,Silver,2018-05-01,Yes
GST01051,Callum,Khan,M,35-44,Leicester,United Kingdom,LE,callum.khan76@proton.me,Silver,2019-01-31,Yes
GST01052,Evie,Singh,F,35-44,Milan,Italy,,evie.singh342@outlook.com,Non-member,,Yes
GST01053,Hannah,Evans,F,35-44,Toronto,Canada,,hannah.evans250@gmail.com,Bronze,2024-09-03,Yes
GST01054,Ava,Brown,F,65+,Oxford,United Kingdom,OX,ava.brown388@hotmail.com,Bronze,2019-09-02,Yes
GST01055,Ava,Smith,F,55-64,London,United Kingdom,SE,ava.smith117@hotmail.com,Silver,2026-01-13,Yes
GST01056,Yusuf,Ahmed,M,55-64,Sheffield,United Kingdom,S,yusuf.ahmed334@proton.me,Bronze,2024-06-29,Yes
GST01057,Omar,Mitchell,M,45-54,Newcastle,United Kingdom,NE,omar.mitchell263@outlook.com,Platinum,2018-11-14,Yes
GST01058,Maya,Mehta,F,45-54,Edinburgh,United Kingdom,EH,maya.mehta287@outlook.com,Bronze,2019-08-19,Yes
GST01059,Ethan,Ahmed,M,18-24,Amsterdam,Netherlands,,ethan.ahmed200@icloud.com,Silver,2021-03-04,Yes
GST01060,David,Ali,M,35-44,Cardiff,United Kingdom,CF,david.ali372@icloud.com,Silver,2023-02-10,No
GST01061,Noah,Wright,M,35-44,Leeds,United Kingdom,LS,noah.wright529@outlook.com,Non-member,,Yes
GST01062,Noah,Smith,M,25-34,Manchester,United Kingdom,M,noah.smith365@gmail.com,Gold,2020-09-15,Yes
GST01063,Lewis,Brown,M,35-44,Oxford,United Kingdom,OX,lewis.brown912@outlook.com,Gold,2018-09-08,Yes
GST01064,Charlie,Clarke,M,35-44,Cardiff,United Kingdom,CF,charlie.clarke682@hotmail.com,Bronze,2024-02-03,Yes
GST01065,Samuel,Mehta,M,25-34,Manchester,United Kingdom,M,samuel.mehta940@hotmail.com,Gold,2023-03-02,No
GST01066,William,Davies,M,25-34,Birmingham,United Kingdom,B,william.davies941@yahoo.co.uk,Bronze,2021-05-08,Yes
GST01067,David,Fraser,M,25-34,Reading,United Kingdom,RG,david.fraser651@yahoo.co.uk,Non-member,,Yes
GST01068,Bethany,Fraser,F,55-64,Sydney,Australia,,bethany.fraser131@gmail.com,Non-member,,Yes
GST01069,Omar,Khan,M,25-34,Bristol,United Kingdom,BS,omar.khan531@proton.me,Platinum,2024-06-23,No
GST01070,Meera,Walker,F,45-54,Leicester,United Kingdom,LE,meera.walker710@outlook.com,Bronze,2024-12-31,No
GST01071,Alice,Wood,F,45-54,Glasgow,United Kingdom,G,alice.wood608@hotmail.com,Non-member,,Yes
GST01072,Georgia,Edwards,F,55-64,Leeds,United Kingdom,LS,georgia.edwards712@hotmail.com,Bronze,2025-10-19,Yes
GST01073,Ethan,Ali,M,25-34,London,United Kingdom,SE,ethan.ali285@outlook.com,Bronze,2020-06-13,Yes
GST01074,James,Campbell,M,55-64,Glasgow,United Kingdom,G,james.campbell745@yahoo.co.uk,Silver,2023-12-01,No
GST01075,William,Williams,M,18-24,Toronto,Canada,,william.williams800@yahoo.co.uk,Non-member,,No
GST01076,Emily,Hussain,F,35-44,Newcastle,United Kingdom,NE,emily.hussain509@proton.me,Non-member,,No
GST01077,Freya,Smith,F,45-54,Liverpool,United Kingdom,L,freya.smith28@hotmail.com,Silver,2025-05-11,Yes
GST01078,William,Edwards,M,45-54,Amsterdam,Netherlands,,william.edwards296@yahoo.co.uk,Bronze,2025-01-15,Yes
GST01079,Jessica,Edwards,F,45-54,Sydney,Australia,,jessica.edwards396@gmail.com,Platinum,2025-01-04,No
GST01080,William,Ali,M,18-24,Sydney,Australia,,william.ali178@gmail.com,Silver,2024-01-24,No
GST01081,James,Wilson,M,35-44,Glasgow,United Kingdom,G,james.wilson651@icloud.com,Silver,2021-10-31,Yes
GST01082,Ryan,Martin,M,18-24,Oxford,United Kingdom,OX,ryan.martin677@outlook.com,Bronze,2022-10-10,Yes
GST01083,Oscar,Cooper,M,25-34,Liverpool,United Kingdom,L,oscar.cooper918@yahoo.co.uk,Silver,2023-09-24,Yes
GST01084,Leo,Robinson,M,18-24,Leeds,United Kingdom,LS,leo.robinson880@outlook.com,Silver,2019-06-28,No
GST01085,Thomas,Patel,M,35-44,Oxford,United Kingdom,OX,thomas.patel987@hotmail.com,Gold,2018-04-29,Yes
GST01086,Maya,Wilson,F,18-24,Reading,United Kingdom,RG,maya.wilson969@icloud.com,Silver,2018-08-12,Yes
GST01087,Isla,King,F,65+,Edinburgh,United Kingdom,EH,isla.king897@hotmail.com,Gold,2021-01-12,No
GST01088,Leo,Stewart,M,25-34,Toronto,Canada,,leo.stewart753@gmail.com,Silver,2021-07-18,Yes
GST01089,Amelia,Stewart,F,35-44,Milan,Italy,,amelia.stewart118@proton.me,Bronze,2020-04-04,No
GST01090,Lewis,Baker,M,18-24,Leeds,United Kingdom,LS,lewis.baker100@yahoo.co.uk,Bronze,2018-09-23,Yes
GST01091,Yusuf,White,M,25-34,Milan,Italy,,yusuf.white214@hotmail.com,Silver,2024-05-23,Yes
GST01092,Meera,Collins,F,35-44,Edinburgh,United Kingdom,EH,meera.collins28@outlook.com,Silver,2026-02-27,Yes
GST01093,Alice,Cooper,F,25-34,Leicester,United Kingdom,LE,alice.cooper547@gmail.com,Bronze,2019-10-24,Yes
GST01094,Lily,Ahmed,F,25-34,Sheffield,United Kingdom,S,lily.ahmed915@outlook.com,Non-member,,Yes
GST01095,Chloe,White,F,35-44,Reading,United Kingdom,RG,chloe.white423@outlook.com,Bronze,2021-06-08,No
GST01096,Ananya,Phillips,F,35-44,London,United Kingdom,SE,ananya.phillips906@yahoo.co.uk,Silver,2020-06-29,Yes
GST01097,Henry,Jones,M,35-44,Nottingham,United Kingdom,NG,henry.jones778@proton.me,Bronze,2024-02-23,Yes
GST01098,Lucy,Khan,F,25-34,Leicester,United Kingdom,LE,lucy.khan972@yahoo.co.uk,Bronze,2021-08-21,Yes
GST01099,Harry,Fraser,M,35-44,Mumbai,India,,harry.fraser391@outlook.com,Silver,2018-08-22,Yes
GST01100,Alice,Brown,F,45-54,Leicester,United Kingdom,LE,alice.brown656@outlook.com,Bronze,2025-08-20,Yes
GST01101,Sophia,Jones,F,25-34,Newcastle,United Kingdom,NE,sophia.jones237@icloud.com,Silver,2025-12-05,Yes
GST01102,Benjamin,Carter,M,25-34,Liverpool,United Kingdom,L,benjamin.carter80@yahoo.co.uk,Non-member,,No
GST01103,Nathan,Martin,M,35-44,Sydney,Australia,,nathan.martin303@yahoo.co.uk,Bronze,2026-05-10,Yes
GST01104,Evie,Jones,F,35-44,Leeds,United Kingdom,LS,evie.jones885@hotmail.com,Bronze,2025-09-26,Yes
GST01105,Amelia,Baker,F,25-34,Dublin,Ireland,,amelia.baker84@icloud.com,Gold,2025-10-05,Yes
GST01106,Leah,Martin,F,65+,Manchester,United Kingdom,M,leah.martin182@proton.me,Bronze,2022-01-27,Yes
GST01107,Arjun,Wood,M,18-24,Edinburgh,United Kingdom,EH,arjun.wood45@hotmail.com,Silver,2024-05-28,Yes
GST01108,Ethan,Phillips,M,45-54,Reading,United Kingdom,RG,ethan.phillips154@yahoo.co.uk,Non-member,,Yes
GST01109,Charlie,Parker,M,35-44,Oxford,United Kingdom,OX,charlie.parker163@gmail.com,Bronze,2025-12-29,Yes
GST01110,Henry,Harris,M,45-54,Paris,France,,henry.harris481@hotmail.com,Bronze,2021-10-23,Yes
GST01111,Nathan,Khan,M,45-54,Nottingham,United Kingdom,NG,nathan.khan12@yahoo.co.uk,Silver,2018-05-04,No
GST01112,Oscar,Hall,M,25-34,Leeds,United Kingdom,LS,oscar.hall320@outlook.com,Bronze,2020-01-15,Yes
GST01113,Georgia,Thompson,F,25-34,Bristol,United Kingdom,BS,georgia.thompson712@proton.me,Gold,2026-05-13,Yes
GST01114,Evie,Cooper,F,25-34,Amsterdam,Netherlands,,evie.cooper77@gmail.com,Non-member,,Yes
GST01115,Hannah,Davies,F,25-34,Cardiff,United Kingdom,CF,hannah.davies58@icloud.com,Gold,2023-01-07,Yes
