ExternalBookingID,BookingSource,CreatedDate,ArrivalDate,DepartureDate,GuestName,GuestEmail,HotelCity,RoomCategory,Status,BookingAmountGBP,GuestCountry
OTA-65552359,Booking.com,2026-03-10,2026-03-25,2026-03-26,Oliver Singh,oliversingh86@proton.me,Edinburgh,Family Room,Checked Out,335.84,United States
OTA-60176332,Booking.com,2026-08-14,2026-09-08,2026-09-11,William Singh,,Birmingham,Standard Double,Confirmed,609.56,France
OTA-36096666,Expedia,2026-01-21,2026-01-26,2026-01-27,George Smith,georgesmith1@yahoo.co.uk,Birmingham,Exec King,Cancelled,182.39,Germany
OTA-11458189,Booking.com,2026-07-18,2026-08-13,2026-08-16,Charlotte Hussain,charlottehussain24@yahoo.co.uk,London,Executive King,Confirmed,420.8,Ireland
OTA-93139657,Expedia,2026-01-16,2026-03-12,2026-03-15,Jacob Green,jacobgreen10@hotmail.com,Manchester,Standard Double,Checked Out,378.19,United Kingdom
OTA-84714151,Expedia,2026-08-06,2026-10-20,2026-10-24,Hannah Campbell,hannahcampbell98@icloud.com,London,Family Room,Confirmed,294.22,France
OTA-74279419,Booking.com,2026-01-24,2026-01-25,2026-01-26,Charlie Ali,charlieali18@icloud.com,Manchester,Superior King,Confirmed,903.29,United States
OTA-66521495,Expedia,2026-08-09,2026-10-06,2026-10-09,Mohammed Clarke,mohammedclarke53@yahoo.co.uk,London,Standard Double,Cancelled,849.22,United Kingdom
OTA-89566714,Booking.com,2026-02-16,2026-05-13,2026-05-15,Yusuf White,yusufwhite52@hotmail.com,Bristol,Superior King,Confirmed,119.76,
OTA-72476745,Booking.com,2026-01-10,2026-03-21,2026-03-25,Ella Shah,ellashah88@proton.me,London,Family Room,Confirmed,466.41,United Kingdom
OTA-77114845,Expedia,2026-04-20,2026-05-06,2026-05-09,Thomas Walker,thomaswalker79@gmail.com,Bristol,Standard Double,Confirmed,838.66,United Kingdom
OTA-76015703,Booking.com,2026-07-17,2026-08-03,2026-08-06,Rebecca Hall,rebeccahall55@hotmail.com,Edinburgh,Standard Double,Checked Out,176.88,United States
OTA-61565943,Expedia,2026-01-15,2026-02-23,2026-02-24,Bethany Johnson,bethanyjohnson43@gmail.com,Edinburgh,Exec King,Confirmed,687.27,Ireland
OTA-23914706,Booking.com,2026-01-24,2026-04-08,2026-04-09,Zara Shah,zarashah65@outlook.com,London,Standard Double,Checked Out,260.56,
OTA-99880888,Booking.com,2026-03-03,2026-05-16,2026-05-19,Amelia Morris,ameliamorris42@yahoo.co.uk,Birmingham,Family Room,Checked Out,483.14,United States
OTA-12775034,Expedia,2026-06-08,2026-08-06,2026-08-09,Lily Hall,lilyhall48@yahoo.co.uk,Birmingham,Family Room,Checked Out,705.31,Ireland
OTA-95244662,Booking.com,2026-04-07,2026-06-04,2026-06-08,Meera Gupta,,Liverpool,Superior King,Confirmed,629.37,United Kingdom
OTA-68876786,Expedia,2026-03-30,2026-06-24,2026-06-26,Rebecca Hall,rebeccahall55@yahoo.co.uk,Liverpool,Family Room,Confirmed,578.3,United Kingdom
OTA-95913287,Booking.com,2026-03-31,2026-06-12,2026-06-14,Olivia Brown,oliviabrown50@hotmail.com,London,Family Room,Checked Out,690.94,United States
OTA-14586235,Expedia,2026-04-03,2026-05-27,2026-06-01,Mia Morris,miamorris66@icloud.com,Manchester,Superior King,Cancelled,154.27,France
OTA-26481872,Expedia,2026-01-10,2026-03-14,2026-03-17,Amelia Cooper,ameliacooper82@outlook.com,Edinburgh,Superior King,Confirmed,445.55,United Kingdom
OTA-64017458,Expedia,2026-03-07,2026-05-27,2026-05-29,Lily Harris,,London,Standard Double,Confirmed,127.98,United Kingdom
OTA-56465784,Booking.com,2026-02-18,2026-02-19,2026-02-23,George Singh,georgesingh52@proton.me,Manchester,Standard Double,Confirmed,618.33,United States
OTA-85739153,Expedia,2026-03-17,2026-03-25,2026-03-26,Jack Evans,jackevans53@proton.me,Edinburgh,Executive King,Confirmed,769.77,Ireland
OTA-96604712,Booking.com,2026-02-10,2026-03-26,2026-03-28,Lucy Gupta,lucygupta37@icloud.com,Manchester,Standard Double,Cancelled,382.88,Ireland
OTA-62243086,Booking.com,2026-04-08,2026-05-25,2026-05-30,Nathan Johnson,nathanjohnson9@yahoo.co.uk,Manchester,Exec King,Cancelled,789.02,United Kingdom
OTA-12811497,Booking.com,2026-01-13,2026-03-12,2026-03-14,Adam Ahmed,adamahmed78@icloud.com,Birmingham,Executive King,Checked Out,259.41,France
OTA-79431352,Booking.com,2026-02-21,2026-03-21,2026-03-22,Lucy Jackson,lucyjackson81@outlook.com,Birmingham,Exec King,Checked Out,211.95,
OTA-76518250,Expedia,2026-05-27,2026-08-22,2026-08-25,Harry Mehta,harrymehta48@yahoo.co.uk,Edinburgh,Superior King,Confirmed,873.12,United Kingdom
OTA-33553853,Booking.com,2026-06-16,2026-07-26,2026-07-30,Emily Wright,emilywright53@proton.me,London,Standard Double,Confirmed,722.17,France
OTA-46470579,Expedia,2026-02-06,2026-04-13,2026-04-17,Mia Smith,miasmith79@outlook.com,Edinburgh,Superior King,Cancelled,462.79,United States
OTA-40856457,Booking.com,2026-01-09,2026-01-30,2026-02-02,Harry Parker,harryparker60@hotmail.com,Liverpool,Superior King,Confirmed,607.52,France
OTA-12597163,Booking.com,2026-03-21,2026-04-11,2026-04-13,Henry King,,London,Standard Double,Confirmed,409.76,Germany
OTA-72404478,Booking.com,2026-06-16,2026-06-23,2026-06-24,Aisha Williams,aishawilliams31@yahoo.co.uk,Manchester,Family Room,Confirmed,881.49,
OTA-39947903,Booking.com,2026-02-04,2026-03-18,2026-03-22,Meera Davies,meeradavies1@gmail.com,London,Standard Double,Confirmed,247.54,
OTA-48225208,Expedia,2026-02-07,2026-04-26,2026-05-01,Jacob Wilson,jacobwilson59@hotmail.com,Birmingham,Executive King,Cancelled,322.01,
OTA-45749474,Expedia,2026-04-19,2026-06-01,2026-06-06,Bethany Phillips,bethanyphillips37@hotmail.com,London,Standard Twin,Confirmed,975.05,Germany
OTA-58852497,Expedia,2026-08-22,2026-09-26,2026-10-01,Sara Smith,sarasmith16@gmail.com,Bristol,Standard Twin,Checked Out,442.2,United Kingdom
OTA-97423882,Expedia,2026-04-19,2026-06-11,2026-06-15,William Jackson,williamjackson42@proton.me,Birmingham,Executive King,Checked Out,613.84,United States
OTA-26307762,Booking.com,2026-02-18,2026-03-17,2026-03-20,Callum Patel,callumpatel68@icloud.com,Edinburgh,Superior King,Confirmed,149.31,Germany
OTA-40232243,Booking.com,2026-06-23,2026-07-13,2026-07-15,Yusuf Mehta,yusufmehta63@icloud.com,Manchester,Family Room,Cancelled,859.91,United States
OTA-97555973,Expedia,2026-04-27,2026-04-27,2026-04-30,Henry Evans,henryevans54@yahoo.co.uk,London,Standard Double,Confirmed,141.96,Germany
OTA-75599872,Booking.com,2026-03-26,2026-04-24,2026-04-27,Rebecca Gupta,rebeccagupta3@outlook.com,Manchester,Superior King,Confirmed,627.39,United Kingdom
OTA-12967329,Expedia,2026-04-26,2026-05-24,2026-05-29,Rohan Jackson,rohanjackson94@gmail.com,London,Standard Double,Confirmed,405.87,Ireland
OTA-14642831,Expedia,2026-06-05,2026-07-24,2026-07-25,Ananya Mitchell,ananyamitchell15@yahoo.co.uk,Edinburgh,Executive King,Checked Out,127.76,United Kingdom
OTA-34291281,Booking.com,2026-08-13,2026-09-02,2026-09-03,Grace Cooper,gracecooper44@yahoo.co.uk,Edinburgh,Standard Double,Cancelled,938.76,United States
OTA-42940996,Booking.com,2026-06-19,2026-08-21,2026-08-26,Callum Phillips,callumphillips9@hotmail.com,Manchester,Family Room,Checked Out,617.68,France
OTA-18453688,Booking.com,2026-08-20,2026-10-19,2026-10-23,Ethan Cooper,ethancooper86@gmail.com,London,Superior King,Cancelled,298.37,United Kingdom
OTA-66061302,Booking.com,2026-07-15,2026-09-15,2026-09-17,Noah Ali,,Edinburgh,Standard Double,Cancelled,120.79,Ireland
OTA-42433660,Booking.com,2026-03-30,2026-06-08,2026-06-11,Ava Williams,avawilliams64@outlook.com,Bristol,Exec King,Confirmed,953.69,United States
OTA-39034460,Expedia,2026-02-23,2026-03-12,2026-03-17,James Shah,jamesshah91@gmail.com,Bristol,Superior King,Checked Out,187.92,United Kingdom
OTA-92581115,Booking.com,2026-04-08,2026-04-10,2026-04-11,Luke Cooper,lukecooper47@outlook.com,London,Family Room,Confirmed,762.42,United Kingdom
OTA-17130942,Expedia,2026-02-04,2026-03-08,2026-03-12,Ryan Mitchell,ryanmitchell21@yahoo.co.uk,Bristol,Executive King,Cancelled,248.78,United States
OTA-39185335,Booking.com,2026-07-15,2026-08-10,2026-08-13,George Harris,georgeharris52@proton.me,Edinburgh,Family Room,Confirmed,692.89,Germany
OTA-52943126,Expedia,2026-06-26,2026-07-26,2026-07-31,Isla Ahmed,islaahmed61@outlook.com,Birmingham,Family Room,Cancelled,711.42,United States
OTA-76766209,Booking.com,2026-02-12,2026-03-10,2026-03-11,Sophie Mehta,sophiemehta66@hotmail.com,Edinburgh,Family Room,Cancelled,495.32,France
OTA-91913014,Expedia,2026-02-23,2026-02-27,2026-03-04,Maya Davies,mayadavies37@icloud.com,Liverpool,Standard Double,Checked Out,144.03,United States
OTA-94485668,Expedia,2026-02-16,2026-04-23,2026-04-25,Benjamin Reid,benjaminreid87@icloud.com,Liverpool,Standard Double,Checked Out,140.0,Germany
OTA-19455694,Expedia,2026-01-27,2026-02-02,2026-02-06,Emily King,emilyking32@icloud.com,Liverpool,Family Room,Confirmed,704.18,United Kingdom
OTA-20902127,Booking.com,2026-02-21,2026-03-10,2026-03-13,Leo Hussain,leohussain76@gmail.com,Manchester,Standard Double,Confirmed,835.25,Ireland
OTA-39041932,Booking.com,2026-03-27,2026-06-12,2026-06-14,Oscar Edwards,oscaredwards3@outlook.com,Manchester,Standard Double,Checked Out,466.0,Ireland
OTA-16716358,Booking.com,2026-07-24,2026-09-20,2026-09-21,Charlie King,charlieking49@yahoo.co.uk,Edinburgh,Superior King,Checked Out,736.71,United Kingdom
OTA-26816075,Booking.com,2026-03-20,2026-05-25,2026-05-26,Mia Reid,miareid9@gmail.com,Manchester,Standard Double,Cancelled,950.17,France
OTA-93005509,Expedia,2026-04-10,2026-07-04,2026-07-09,David Reid,davidreid22@yahoo.co.uk,Edinburgh,Standard Twin,Confirmed,376.07,United Kingdom
OTA-53533198,Booking.com,2026-02-14,2026-02-24,2026-02-27,Arjun Taylor,arjuntaylor89@icloud.com,Manchester,Standard Double,Checked Out,529.03,United States
OTA-24725483,Expedia,2026-01-28,2026-03-18,2026-03-19,Henry Harris,,London,Family Room,Confirmed,364.78,
OTA-92871464,Booking.com,2026-01-31,2026-03-24,2026-03-29,Ananya King,ananyaking52@yahoo.co.uk,Manchester,Standard Twin,Confirmed,332.68,United Kingdom
OTA-84214797,Expedia,2026-05-12,2026-05-27,2026-05-31,Nathan Thompson,nathanthompson94@proton.me,Birmingham,Superior King,Confirmed,555.39,
OTA-74999134,Booking.com,2026-07-23,2026-09-25,2026-09-27,George Wilson,georgewilson72@yahoo.co.uk,Edinburgh,Family Room,Cancelled,210.7,France
OTA-34070687,Booking.com,2026-08-02,2026-10-12,2026-10-16,Lewis Patel,lewispatel75@proton.me,Birmingham,Exec King,Checked Out,705.91,Ireland
OTA-33431750,Booking.com,2026-04-10,2026-04-23,2026-04-26,Lewis Brown,lewisbrown69@gmail.com,Liverpool,Family Room,Confirmed,372.79,United Kingdom
OTA-34402945,Booking.com,2026-02-05,2026-02-12,2026-02-15,Bethany Murray,bethanymurray24@hotmail.com,Liverpool,Superior King,Confirmed,263.76,United States
OTA-35942821,Expedia,2026-06-13,2026-08-09,2026-08-11,Meera Wood,meerawood39@outlook.com,Birmingham,Standard Double,Cancelled,957.5,
OTA-56957227,Booking.com,2026-01-14,2026-03-14,2026-03-17,Alice Hussain,alicehussain76@outlook.com,Manchester,Exec King,Cancelled,231.93,France
OTA-28423362,Booking.com,2026-04-07,2026-05-23,2026-05-24,Rebecca White,rebeccawhite79@gmail.com,London,Family Room,Confirmed,668.28,United Kingdom
OTA-36775603,Booking.com,2026-06-08,2026-06-25,2026-06-26,Samuel Khan,samuelkhan34@gmail.com,Manchester,Family Room,Cancelled,178.5,France
OTA-74509222,Booking.com,2026-04-25,2026-05-16,2026-05-17,Maya Martin,mayamartin34@hotmail.com,Edinburgh,Superior King,Confirmed,447.31,United Kingdom
OTA-27772288,Booking.com,2026-05-11,2026-06-13,2026-06-16,Evie Clarke,evieclarke89@proton.me,Edinburgh,Superior King,Confirmed,588.69,Germany
OTA-54038310,Expedia,2026-04-02,2026-05-26,2026-05-29,Nadia Hall,nadiahall89@proton.me,Birmingham,Standard Double,Confirmed,332.63,United Kingdom
OTA-70785009,Expedia,2026-02-14,2026-05-10,2026-05-14,Mohammed Jones,,Manchester,Standard Double,Cancelled,811.67,United States
OTA-70560303,Expedia,2026-07-03,2026-09-10,2026-09-13,Ella Wood,,Liverpool,Standard Double,Checked Out,331.69,
OTA-50388488,Booking.com,2026-03-25,2026-04-10,2026-04-12,Arjun Fraser,arjunfraser23@hotmail.com,Manchester,Standard Twin,Confirmed,863.02,Germany
OTA-97283153,Expedia,2026-05-05,2026-05-19,2026-05-21,Oliver White,oliverwhite92@outlook.com,Manchester,Standard Double,Cancelled,596.77,Ireland
OTA-18126836,Booking.com,2026-08-23,2026-09-09,2026-09-11,Chloe Johnson,chloejohnson7@yahoo.co.uk,Birmingham,Standard Twin,Confirmed,535.16,
OTA-82786698,Booking.com,2026-04-15,2026-04-24,2026-04-27,Noah Taylor,noahtaylor46@hotmail.com,Birmingham,Family Room,Confirmed,338.98,Ireland
OTA-37677582,Expedia,2026-08-19,2026-09-16,2026-09-20,Leo Smith,leosmith43@gmail.com,Birmingham,Superior King,Cancelled,517.43,Ireland
OTA-66177264,Booking.com,2026-03-24,2026-06-13,2026-06-15,Mohammed Mitchell,mohammedmitchell74@hotmail.com,Manchester,Superior King,Confirmed,466.58,United Kingdom
OTA-74234584,Booking.com,2026-05-22,2026-06-21,2026-06-22,Callum Hussain,callumhussain62@yahoo.co.uk,Birmingham,Executive King,Cancelled,962.76,United States
OTA-45915963,Expedia,2026-02-09,2026-03-17,2026-03-19,Sara White,sarawhite84@yahoo.co.uk,London,Standard Twin,Confirmed,748.83,United Kingdom
OTA-15703789,Expedia,2026-07-21,2026-09-14,2026-09-16,Yusuf Wilson,yusufwilson50@icloud.com,London,Standard Double,Cancelled,549.99,United Kingdom
OTA-57046097,Expedia,2026-04-21,2026-07-16,2026-07-21,Samuel Mehta,samuelmehta55@yahoo.co.uk,Birmingham,Exec King,Confirmed,468.31,United Kingdom
OTA-81818336,Expedia,2026-02-15,2026-04-14,2026-04-19,Hannah Patel,hannahpatel81@yahoo.co.uk,Edinburgh,Exec King,Confirmed,665.99,France
OTA-66442928,Expedia,2026-06-30,2026-07-05,2026-07-07,Alfie Fraser,alfiefraser78@outlook.com,Liverpool,Standard Double,Confirmed,877.26,United Kingdom
OTA-13472409,Expedia,2026-05-20,2026-07-30,2026-07-31,Samuel Brown,samuelbrown7@icloud.com,Manchester,Superior King,Confirmed,587.09,Ireland
OTA-51508633,Expedia,2026-08-15,2026-10-02,2026-10-04,William Jackson,williamjackson72@yahoo.co.uk,Liverpool,Superior King,Cancelled,279.1,United Kingdom
OTA-48175914,Expedia,2026-02-15,2026-02-21,2026-02-25,Samuel Shah,samuelshah16@proton.me,Bristol,Superior King,Checked Out,433.93,United States
OTA-40862368,Booking.com,2026-08-15,2026-08-27,2026-08-28,Daniel Taylor,danieltaylor83@yahoo.co.uk,Liverpool,Superior King,Cancelled,962.64,Ireland
OTA-45484835,Expedia,2026-02-21,2026-04-01,2026-04-02,Sophie Shah,sophieshah79@gmail.com,London,Standard Double,Cancelled,603.69,Ireland
OTA-63515534,Expedia,2026-06-13,2026-07-13,2026-07-15,Nathan Phillips,nathanphillips1@yahoo.co.uk,Birmingham,Standard Double,Confirmed,758.28,United States
OTA-18596273,Booking.com,2026-08-18,2026-09-21,2026-09-25,Oliver Fraser,oliverfraser98@icloud.com,Manchester,Superior King,Cancelled,330.47,United Kingdom
OTA-96736235,Booking.com,2026-02-23,2026-05-03,2026-05-05,Daniel Murray,danielmurray13@gmail.com,Bristol,Superior King,Cancelled,496.05,United Kingdom
OTA-13201056,Booking.com,2026-05-29,2026-08-19,2026-08-24,Georgia Hussain,georgiahussain54@gmail.com,Edinburgh,Standard Twin,Checked Out,780.87,Germany
OTA-25293437,Booking.com,2026-01-12,2026-03-12,2026-03-17,Sophie Morris,sophiemorris50@hotmail.com,Liverpool,Standard Double,Cancelled,271.73,United Kingdom
OTA-72774452,Booking.com,2026-05-22,2026-08-08,2026-08-10,Priya Ali,priyaali71@icloud.com,Edinburgh,Standard Double,Confirmed,872.77,United States
OTA-55497141,Expedia,2026-05-19,2026-05-28,2026-06-02,Jack Taylor,,Liverpool,Standard Twin,Confirmed,712.44,United Kingdom
OTA-34454285,Booking.com,2026-03-12,2026-03-24,2026-03-25,Adam Khan,adamkhan4@yahoo.co.uk,London,Superior King,Confirmed,866.78,Germany
OTA-53064111,Booking.com,2026-08-08,2026-08-14,2026-08-17,Alice Jackson,alicejackson75@yahoo.co.uk,Edinburgh,Superior King,Cancelled,974.32,Ireland
OTA-91368655,Expedia,2026-03-18,2026-04-19,2026-04-21,Charlie Parker,charlieparker18@proton.me,Edinburgh,Standard Twin,Checked Out,794.54,United Kingdom
OTA-39254302,Expedia,2026-05-06,2026-07-06,2026-07-07,Harry Ahmed,harryahmed5@hotmail.com,Liverpool,Standard Twin,Cancelled,707.73,
OTA-30845021,Expedia,2026-04-02,2026-05-28,2026-06-02,Sophie Singh,sophiesingh65@outlook.com,Manchester,Family Room,Confirmed,729.96,United Kingdom
OTA-83926286,Booking.com,2026-01-08,2026-02-19,2026-02-22,Luke Brown,lukebrown33@proton.me,Manchester,Standard Double,Confirmed,520.0,United Kingdom
OTA-59572586,Expedia,2026-05-18,2026-08-06,2026-08-10,Alice Hussain,alicehussain16@gmail.com,Manchester,Standard Double,Confirmed,641.69,France
OTA-93656227,Booking.com,2026-01-25,2026-04-15,2026-04-20,Rebecca Cooper,rebeccacooper86@outlook.com,Edinburgh,Standard Double,Checked Out,160.21,United Kingdom
OTA-13112437,Expedia,2026-02-28,2026-03-27,2026-03-28,Grace Green,gracegreen92@outlook.com,London,Standard Double,Checked Out,605.89,United Kingdom
OTA-27295013,Expedia,2026-06-11,2026-07-06,2026-07-11,Rebecca Stewart,rebeccastewart71@outlook.com,London,Standard Twin,Confirmed,638.25,Germany
OTA-88284447,Expedia,2026-02-04,2026-03-15,2026-03-18,Priya Mitchell,priyamitchell51@gmail.com,Bristol,Exec King,Confirmed,805.61,Ireland
OTA-58141234,Expedia,2026-02-04,2026-04-19,2026-04-21,Priya Carter,priyacarter19@icloud.com,Birmingham,Standard Twin,Checked Out,515.11,United Kingdom
OTA-98395326,Booking.com,2026-04-26,2026-05-24,2026-05-27,Grace Fraser,gracefraser48@outlook.com,London,Family Room,Confirmed,805.71,
OTA-83612780,Expedia,2026-01-31,2026-03-17,2026-03-21,George White,georgewhite42@icloud.com,Birmingham,Executive King,Confirmed,411.37,France
OTA-73410285,Booking.com,2026-04-28,2026-07-26,2026-07-29,Chloe Wood,chloewood49@icloud.com,Manchester,Executive King,Cancelled,593.19,Germany
OTA-64480107,Booking.com,2026-02-09,2026-02-15,2026-02-17,Mia Harris,miaharris86@icloud.com,Edinburgh,Standard Double,Checked Out,733.8,United States
OTA-11694068,Booking.com,2026-08-20,2026-10-21,2026-10-25,Samuel Morris,samuelmorris89@icloud.com,Bristol,Executive King,Confirmed,376.73,France
OTA-92861248,Booking.com,2026-03-01,2026-03-10,2026-03-12,Callum Hall,callumhall73@yahoo.co.uk,Manchester,Family Room,Confirmed,119.99,Germany
OTA-64273214,Booking.com,2026-02-12,2026-02-15,2026-02-19,Joshua Carter,,Manchester,Superior King,Checked Out,780.89,Germany
OTA-56054066,Expedia,2026-06-13,2026-06-21,2026-06-26,Mohammed Jones,mohammedjones63@yahoo.co.uk,Liverpool,Superior King,Checked Out,893.86,Germany
OTA-69891443,Expedia,2026-07-20,2026-08-02,2026-08-06,Mohammed Parker,mohammedparker37@gmail.com,Edinburgh,Standard Double,Confirmed,491.79,United States
OTA-17396532,Booking.com,2026-08-07,2026-10-18,2026-10-20,Zara Davies,zaradavies66@gmail.com,Bristol,Family Room,Checked Out,808.93,United Kingdom
OTA-44555262,Booking.com,2026-03-11,2026-05-17,2026-05-22,Alice Carter,alicecarter88@outlook.com,Liverpool,Exec King,Checked Out,99.92,United Kingdom
OTA-10423528,Booking.com,2026-07-04,2026-09-01,2026-09-05,Henry Stewart,henrystewart37@hotmail.com,Birmingham,Exec King,Confirmed,228.94,France
OTA-52241016,Expedia,2026-01-17,2026-01-27,2026-02-01,Ethan Wright,ethanwright49@hotmail.com,Edinburgh,Exec King,Confirmed,606.15,Ireland
OTA-48667504,Expedia,2026-05-14,2026-07-18,2026-07-20,Ava Wilson,avawilson60@hotmail.com,London,Executive King,Confirmed,661.98,France
OTA-22434534,Expedia,2026-03-13,2026-05-24,2026-05-29,Lily Jones,lilyjones29@outlook.com,London,Standard Twin,Checked Out,241.89,United States
OTA-85613524,Booking.com,2026-08-28,2026-09-26,2026-09-29,Alfie Murray,alfiemurray12@proton.me,London,Standard Double,Confirmed,527.85,United States
OTA-29581429,Booking.com,2026-08-07,2026-10-24,2026-10-25,Omar Shah,omarshah4@yahoo.co.uk,Manchester,Exec King,Confirmed,466.0,United States
OTA-58294565,Booking.com,2026-01-16,2026-03-22,2026-03-24,Bethany Walker,bethanywalker79@gmail.com,Bristol,Superior King,Checked Out,658.82,
OTA-83315640,Expedia,2026-06-14,2026-06-22,2026-06-26,Benjamin Carter,benjamincarter54@hotmail.com,Bristol,Superior King,Cancelled,633.43,Ireland
OTA-68807353,Expedia,2026-01-14,2026-02-04,2026-02-09,Ryan Evans,ryanevans22@hotmail.com,Liverpool,Standard Double,Confirmed,334.77,Ireland
OTA-42122566,Booking.com,2026-08-06,2026-08-13,2026-08-16,Rohan Ahmed,rohanahmed85@yahoo.co.uk,Birmingham,Exec King,Confirmed,414.38,France
OTA-19365849,Expedia,2026-07-09,2026-09-29,2026-09-30,Joshua Clarke,,Birmingham,Executive King,Confirmed,399.43,France
OTA-91325774,Booking.com,2026-04-15,2026-06-24,2026-06-27,Jack Hussain,jackhussain47@yahoo.co.uk,Liverpool,Family Room,Confirmed,430.96,United Kingdom
OTA-31861060,Booking.com,2026-02-17,2026-04-11,2026-04-14,Leah Ahmed,leahahmed18@icloud.com,Edinburgh,Executive King,Confirmed,687.11,United Kingdom
OTA-87201328,Booking.com,2026-01-11,2026-04-04,2026-04-06,Nadia Stewart,nadiastewart34@gmail.com,Birmingham,Executive King,Confirmed,967.87,Ireland
OTA-24110307,Expedia,2026-06-04,2026-06-10,2026-06-12,Ethan Morris,,Liverpool,Standard Double,Cancelled,703.03,France
OTA-73398887,Booking.com,2026-01-05,2026-03-20,2026-03-22,Lucy Johnson,lucyjohnson58@hotmail.com,Liverpool,Family Room,Cancelled,360.96,
OTA-61703663,Expedia,2026-01-26,2026-01-31,2026-02-02,Sophie Turner,sophieturner22@yahoo.co.uk,Edinburgh,Standard Double,Cancelled,645.32,France
OTA-71196452,Expedia,2026-03-14,2026-06-08,2026-06-13,Olivia Walker,oliviawalker48@outlook.com,Birmingham,Standard Double,Checked Out,168.28,France
OTA-33162121,Booking.com,2026-08-29,2026-09-25,2026-09-27,Yusuf Jackson,yusufjackson70@proton.me,Bristol,Standard Double,Cancelled,584.79,United Kingdom
OTA-35834931,Booking.com,2026-05-10,2026-05-23,2026-05-26,Grace Stewart,gracestewart76@proton.me,Birmingham,Executive King,Checked Out,323.9,France
OTA-96018027,Expedia,2026-07-11,2026-09-23,2026-09-24,Leah Green,leahgreen51@icloud.com,Manchester,Standard Double,Checked Out,621.74,United Kingdom
OTA-99907639,Booking.com,2026-08-11,2026-09-03,2026-09-06,Omar Evans,omarevans55@outlook.com,Manchester,Family Room,Confirmed,888.24,Ireland
OTA-17990117,Expedia,2026-06-18,2026-09-03,2026-09-05,Leah Johnson,leahjohnson22@outlook.com,Bristol,Standard Double,Cancelled,591.66,United Kingdom
OTA-40411866,Booking.com,2026-04-08,2026-07-01,2026-07-03,Olivia Edwards,oliviaedwards65@icloud.com,Edinburgh,Exec King,Checked Out,646.96,United States
OTA-71691011,Expedia,2026-06-13,2026-08-30,2026-09-02,Leo King,leoking4@gmail.com,London,Standard Double,Checked Out,656.17,United Kingdom
OTA-65374410,Booking.com,2026-06-10,2026-06-24,2026-06-29,Evie Baker,eviebaker75@gmail.com,Birmingham,Executive King,Confirmed,805.57,Germany
OTA-92554411,Booking.com,2026-05-13,2026-06-11,2026-06-14,Matthew Smith,matthewsmith24@outlook.com,Edinburgh,Standard Twin,Confirmed,478.53,
OTA-54802392,Booking.com,2026-07-21,2026-08-18,2026-08-22,Matthew Wilson,matthewwilson33@hotmail.com,Manchester,Superior King,Cancelled,478.31,United Kingdom
OTA-53731724,Booking.com,2026-08-27,2026-08-27,2026-08-29,Fatima Robinson,fatimarobinson31@yahoo.co.uk,Edinburgh,Superior King,Confirmed,978.61,United States
OTA-22134029,Expedia,2026-02-23,2026-04-21,2026-04-24,Rohan Khan,rohankhan37@icloud.com,London,Superior King,Confirmed,885.13,United Kingdom
